Timestamp;Age_;Age;Gender_;Gender;Country;state;self_employed;family_history;treatment;work_interfere;no_employees;remote_work;tech_company;benefits;care_options;wellness_program;seek_help;anonymity;leave;mental_health_consequence;phys_health_consequence;coworkers;supervisor;mental_health_interview;phys_health_interview;mental_vs_physical;obs_consequence;comments
27/08/2014 14:23;18|-28;27;M;Male;United States;TN;No;No;No;Sometimes;100-500;No;Yes;Yes;Not sure;Yes;Yes;Don't know;Don't know;Maybe;No;Some of them;Yes;No;Maybe;Don't know;No;The thought of going through my employer directly to get help is fucking scary.Getting help is the hardest part of getting help.
27/08/2014 14:26;18|-28;27;M;Male;United States;CA;No;Yes;No;NA;More than 1000;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No;Don't know because I haven't checked not because it's difficult to find out. If you didn't have the don't know option I would've looked up the answer.
27/08/2014 14:39;18|-28;27;M;Male;United States;CA;No;No;No;Sometimes;More than 1000;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Very easy;Yes;No;No;No;No;Maybe;No;No;Regardless of a stated lack of negative consequences for discussing mental health issues with coworkers/superiors unconscious bias is a very real thing - as long as I don't *need* to inform my co-workers my mental health issues do not need to be public knowledge.
27/08/2014 14:49;18|-28;27;M;Male;United States;MA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;No;No;No;Yes;Yes;No;NA
27/08/2014 15:22;18|-28;27;F;female;United States;WA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;No;No;Yes;Don't know;Yes;Maybe;No;No;No;No;No;No;NA
27/08/2014 15:23;18|-28;27;M;Male;United States;CA;No;No;Yes;Rarely;More than 1000;No;Yes;Yes;No;Yes;Yes;Yes;Don't know;No;No;Some of them;Yes;No;Maybe;Yes;No;NA
27/08/2014 15:23;18|-28;27;F;female;United States;CO;No;Yes;Yes;Rarely;More than 1000;Yes;Yes;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;Maybe;No;Yes;No;No;Don't know;No;NA
27/08/2014 15:38;18|-28;27;F;female;United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat difficult;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No;I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.
27/08/2014 15:55;18|-28;27;M;Male;United States;OR;No;Yes;Yes;Sometimes;100-500;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Yes;No;No;No;No;Yes;Don't know;No;NA
27/08/2014 15:56;18|-28;27;M;Male;Brazil;NA;No;No;No;Rarely;6-25;No;Yes;No;Yes;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;No;No;NA
27/08/2014 16:03;18|-28;27;M;M;United States;TX;No;Yes;Yes;Sometimes;6-25;Yes;Yes;Don't know;No;Yes;Don't know;Don't know;Somewhat easy;Yes;No;Some of them;Yes;No;Maybe;Yes;No;NA
27/08/2014 16:15;18|-28;27;M;Male;Germany;NA;No;Yes;Yes;Sometimes;6-25;No;Yes;No;Not sure;No;No;Don't know;Somewhat difficult;Yes;Maybe;Some of them;No;No;No;No;Yes;NA
27/08/2014 16:23;18|-28;27;M;Male;Israel;NA;No;No;No;NA;26-100;No;Yes;No;No;No;No;Don't know;Somewhat difficult;Yes;No;Some of them;No;No;Maybe;No;Yes;NA
27/08/2014 17:39;18|-28;27;M;Male;United Kingdom;NA;No;No;No;NA;6-25;No;Yes;No;No;No;No;Don't know;Don't know;No;No;Some of them;Yes;No;Yes;Don't know;No;NA
27/08/2014 17:42;18|-28;27;F;female;Hungary;NA;Yes;Yes;No;Sometimes;1-5;Yes;Yes;No;No;No;No;No;Very difficult;Yes;Maybe;No;No;No;Maybe;No;No;NA
27/08/2014 17:48;18|-28;27;F;Female;Australia;NA;No;Yes;Yes;Sometimes;6-25;No;Yes;No;Yes;No;No;No;Somewhat difficult;Yes;No;Some of them;Some of them;No;No;No;No;NA
27/08/2014 17:52;18|-28;27;M;Male;United Kingdom;NA;No;No;No;Never;6-25;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No;NA
27/08/2014 18:59;18|-28;27;F;Female;New Zealand;NA;No;Yes;Yes;Rarely;100-500;Yes;Yes;No;No;No;No;Don't know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;Yes;Don't know;No;NA
27/08/2014 19:25;18|-28;27;M;Male;United States;OR;No;Yes;Yes;Sometimes;100-500;Yes;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Some of them;No;No;No;Yes;No;NA
27/08/2014 20:33;18|-28;27;F;Female;United States;NY;No;No;No;Sometimes;500-1000;No;Yes;Don't know;Not sure;Don't know;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;No;Yes;No;NA
27/08/2014 21:45;18|-28;27;M;Male;Singapore;NA;No;No;No;Sometimes;1-5;Yes;Yes;No;No;No;No;Yes;Don't know;Yes;No;Some of them;Yes;No;No;No;No;Most employers / coworkers and even immediate family is not all the time supportive to discuss depression and other problems. ie. My wife thinks she should be able to make sure that I am not depressed  which is funny because sometimes depression state has nothing to do with her. 
27/08/2014 21:54;18|-28;27;M;Male;Australia;NA;No;No;Yes;Often;100-500;Yes;Yes;No;No;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;No;Yes;NA
27/08/2014 22:59;18|-28;27;M;male;United States;PA;No;No;No;NA;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Yes;Don't know;Maybe;Maybe;No;No;No;Maybe;No;No;NA
27/08/2014 23:14;18|-28;27;M;Male;United States;NY;No;No;No;NA;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;No;No;Yes;Yes;No;Maybe;Yes;No;NA
27/08/2014 23:30;18|-28;27;M;Male;Australia;NA;No;No;No;Never;1-5;Yes;Yes;No;No;No;No;Don't know;Don't know;Yes;No;No;No;No;Maybe;Don't know;No;NA
28/08/2014 05:12;18|-28;27;M;Male;United Kingdom;NA;No;No;No;Never;1-5;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;Maybe;Maybe;Don't know;No;NA
28/08/2014 09:54;18|-28;27;F;f;United Kingdom;NA;No;No;Yes;Sometimes;6-25;Yes;Yes;Don't know;Not sure;Yes;Don't know;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No;NA
28/08/2014 10:04;18|-28;27;M;male;France;NA;No;No;No;NA;6-25;No;Yes;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Yes;Yes;No;No;Yes;No;NA
28/08/2014 10:11;18|-28;27;M;Man;United States;MN;No;No;No;NA;26-100;No;Yes;Yes;Not sure;No;Don't know;Don't know;Don't know;No;No;Yes;Yes;No;No;Don't know;No;NA
28/08/2014 10:51;18|-28;27;M;Male;United Kingdom;NA;No;No;No;NA;6-25;No;Yes;No;No;No;Yes;Yes;Don't know;Maybe;No;Yes;Some of them;No;Yes;Yes;No;NA
28/08/2014 11:47;18|-28;27;F;Female;United States;CA;No;No;Yes;Sometimes;100-500;No;Yes;Don't know;Not sure;Yes;Don't know;Don't know;Somewhat easy;Yes;No;Some of them;No;No;Maybe;No;No;NA
28/08/2014 11:50;18|-28;27;M;Male;United Kingdom;NA;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Somewhat easy;No;No;Some of them;No;Yes;Yes;Don't know;No;NA
28/08/2014 12:10;18|-28;27;F;Female;United States;WA;No;No;No;NA;More than 1000;No;Yes;Don't know;Not sure;No;Yes;Don't know;Don't know;Maybe;No;Some of them;Yes;No;No;Don't know;No;NA
28/08/2014 13:34;18|-28;27;M;Male;Switzerland;NA;No;Yes;No;NA;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Yes;No;Yes;No;No;Thank you for your work what you do is important!
28/08/2014 13:57;18|-28;27;M;Male;United States;IN;No;No;No;NA;26-100;Yes;Yes;Don't know;Not sure;No;Don't know;Don't know;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No;NA
29/08/2014 08:53;18|-28;27;M;Male;France;NA;No;Yes;No;NA;500-1000;No;No;Yes;Yes;Don't know;No;Yes;Somewhat easy;Maybe;Maybe;No;Some of them;No;Maybe;Don't know;Yes;NA
29/08/2014 09:01;18|-28;27;M;Male;Canada;NA;No;No;No;Never;26-100;No;Yes;Yes;Not sure;Yes;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No;NA
29/08/2014 09:27;18|-28;27;M;Male;Sweden;NA;No;No;No;NA;6-25;No;Yes;No;No;No;No;Don't know;Don't know;No;No;No;No;No;No;Don't know;No;NA
29/08/2014 11:43;18|-28;27;M;Male;United States;CA;No;No;No;Never;6-25;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Yes;Maybe;Maybe;Don't know;No;NA
29/08/2014 11:56;18|-28;27;M;Male;United States;CA;No;No;Yes;Sometimes;100-500;No;Yes;Don't know;Not sure;No;No;Yes;Very difficult;Maybe;No;Some of them;No;No;Maybe;No;No;NA
29/08/2014 14:51;18|-28;27;F;Female;United States;WA;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very difficult;Maybe;No;Yes;Some of them;No;Maybe;No;Yes;I answered based on previous job at large technical company where I was pushed out of my role within 3 months of disclosing diagnosis.I had been struggling for 3 months prior to disclosure and was incredibly relieved when finally diagnosed. Growing up in a family open about mental health and also at the end of my rope I immediately shared with management what was going on. I requested a temporary reduced workload so I could reduce anxiety. (At time I didn't know it was anxiety as took me a year to accept that the (to me) deserved stress was anxiety caused by my core diagnosis.) When disclosing I didn't deeply understand details of the state of my mental health
31/08/2014 22:11;18|-28;27;M;M;New Zealand;NA;No;No;No;Rarely;26-100;No;Yes;No;Yes;No;Yes;No;Somewhat difficult;Yes;No;No;No;No;Maybe;No;Yes;NA
31/08/2014 22:16;18|-28;27;M;M;New Zealand;NA;No;No;No;Rarely;26-100;No;Yes;No;Yes;No;Yes;No;Somewhat difficult;Yes;No;No;No;No;Maybe;No;Yes;NA
01/09/2014 04:28;18|-28;27;M;Male;United Kingdom;NA;No;No;Yes;Sometimes;More than 1000;No;No;No;No;No;No;Yes;Somewhat easy;Maybe;No;Yes;Yes;Maybe;Maybe;No;No;suffer from CR-PTSD so all answered based on that
01/09/2014 10:40;18|-28;27;F;female;United Kingdom;NA;No;Yes;No;NA;More than 1000;No;No;No;Yes;No;No;Yes;Don't know;Maybe;No;No;No;No;Yes;Yes;No;NA
05/11/2014 10:08;18|-28;27;F;femail;United States;OK;No;No;No;Never;100-500;No;No;Don't know;Not sure;Don't know;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;No;Yes;No;NA
21/02/2015 04:19;18|-28;27;M;male;Germany;NA;No;No;No;NA;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;No;No;Some of them;Yes;Yes;Yes;Don't know;No;NA
21/02/2015 09:30;18|-28;27;M;Male;United Kingdom;NA;No;No;No;Rarely;More than 1000;Yes;No;Don't know;Not sure;No;Yes;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No;NA
27/08/2014 11:43;28|-38;28;M;Male;United Kingdom;NA;No;No;No;NA;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;No;Maybe;Some of them;Yes;Maybe;Yes;Don't know;No;NA
27/08/2014 11:46;28|-38;28;M;M;Switzerland;NA;No;No;No;NA;100-500;No;Yes;No;No;No;No;Don't know;Don't know;No;No;No;No;No;Maybe;Don't know;No;NA
27/08/2014 11:53;28|-38;28;M;m;France;NA;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Don't know;No;NA
27/08/2014 12:00;28|-38;28;M;m;Germany;NA;No;No;No;Never;6-25;Yes;Yes;Don't know;No;Don't know;Don't know;Don't know;Very easy;No;No;Some of them;Some of them;Maybe;Yes;Yes;No;NA
27/08/2014 12:25;28|-38;28;M;Male;Brazil;NA;No;Yes;Yes;Rarely;6-25;No;Yes;No;No;No;No;No;Don't know;Maybe;No;Yes;Yes;No;No;Don't know;Yes;NA
27/08/2014 12:31;28|-38;28;M;Male;United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;Yes;No;NA
27/08/2014 12:31;28|-38;28;M;male;United States;TX;No;No;No;NA;More than 1000;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;Don't know;No;NA
27/08/2014 12:37;28|-38;28;M;Male;United Kingdom;NA;No;No;No;Never;6-25;No;Yes;Don't know;No;No;No;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No;NA
27/08/2014 12:41;28|-38;28;M;male;Poland;NA;No;No;No;Rarely;6-25;Yes;Yes;No;No;No;No;Don't know;Don't know;No;No;Yes;Yes;Maybe;Yes;Yes;No;NA
27/08/2014 12:50;28|-38;28;M;Male;United Kingdom;NA;No;No;No;NA;100-500;No;No;No;Not sure;No;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;Maybe;Maybe;Yes;No;NA
27/08/2014 12:51;28|-38;28;F;Female;United Kingdom;NA;No;No;No;Never;26-100;No;Yes;Don't know;No;No;Don't know;Yes;Somewhat easy;No;No;Yes;Yes;Maybe;Maybe;Don't know;No;NA
27/08/2014 12:53;28|-38;28;M;Male;United States;MI;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;No;No;No;Don't know;Somewhat easy;Maybe;Maybe;Some of them;No;No;Maybe;No;No;NA
27/08/2014 12:54;28|-38;28;M;Male;Russia;NA;No;No;No;Sometimes;26-100;No;Yes;No;No;No;No;Don't know;Don't know;Yes;Maybe;No;No;No;Maybe;Don't know;No;NA
27/08/2014 12:56;28|-38;28;M;Male;United Kingdom;NA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;No;No;Maybe;Don't know;No;NA
27/08/2014 13:14;28|-38;28;M;male;United States;PA;No;No;No;Rarely;6-25;No;Yes;Don't know;No;No;No;Don't know;Don't know;No;No;Some of them;Some of them;No;Maybe;Don't know;No;NA
27/08/2014 13:15;28|-38;28;M;Male;United States;MI;No;No;Yes;Sometimes;More than 1000;No;Yes;No;Yes;No;No;Yes;Very difficult;Yes;No;No;Some of them;No;No;No;No;NA
27/08/2014 13:31;28|-38;28;F;Female;Canada;NA;No;Yes;Yes;Sometimes;6-25;No;No;Yes;Yes;Yes;Yes;Yes;Don't know;No;No;Some of them;Yes;No;No;No;Yes;NA
27/08/2014 13:40;28|-38;28;M;Male;United States;GA;No;Yes;No;NA;100-500;No;Yes;Yes;No;No;Don't know;Yes;Somewhat easy;No;No;Some of them;Yes;No;Maybe;Yes;Yes;NA
27/08/2014 14:01;28|-38;28;M;male;Colombia;NA;No;No;No;Sometimes;6-25;No;Yes;No;Yes;No;No;Don't know;Somewhat easy;Maybe;Maybe;No;Some of them;No;No;Don't know;No;NA
27/08/2014 14:03;28|-38;28;M;male;United States;MN;No;No;Yes;Rarely;100-500;No;No;Yes;Yes;Yes;Don't know;Don't know;Very easy;Maybe;No;Some of them;Some of them;No;No;Yes;No;NA
27/08/2014 14:21;28|-38;28;F;female;United States;WA;No;Yes;Yes;Often;100-500;Yes;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;No;Some of them;Yes;No;No;Yes;No;NA
27/08/2014 15:09;28|-38;28;M;Male;United States;GA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Somewhat difficult;Maybe;Maybe;No;No;No;No;No;No;NA
27/08/2014 15:26;28|-38;28;M;Male;United States;NJ;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;Maybe;No;No;NA
27/08/2014 15:32;28|-38;28;M;male;Germany;NA;No;Yes;Yes;Rarely;1-5;Yes;Yes;Yes;No;No;No;Yes;Very easy;No;No;Yes;Yes;No;No;Yes;No;fwiw I am a co founder of this company and the would you X in an interview questions shouldn't reflect how I would treat anyone addressing their own phys/mental health issue to me in such a situation. 
27/08/2014 15:32;28|-38;28;M;Male;New Zealand;NA;No;Yes;Yes;Sometimes;6-25;Yes;Yes;Yes;Yes;Yes;No;Don't know;Very easy;No;No;Yes;Yes;Yes;Yes;Yes;No;NA
27/08/2014 15:34;28|-38;28;F;Female;United States;NY;No;No;Yes;Rarely;More than 1000;No;No;Yes;Yes;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;No;Don't know;No;NA
27/08/2014 15:36;28|-38;28;M;Male;Canada;NA;Yes;No;No;Never;100-500;Yes;Yes;Don't know;No;No;No;Don't know;Somewhat easy;Maybe;No;Some of them;Yes;No;No;Yes;No;NA
27/08/2014 15:38;28|-38;28;M;Male;United States;TN;No;No;No;Never;6-25;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;No;Don't know;No;NA
27/08/2014 16:01;28|-38;28;M;Make;United States;UT;No;No;No;Sometimes;6-25;Yes;Yes;No;Yes;No;No;Don't know;Somewhat easy;Yes;Maybe;Some of them;No;No;No;Don't know;No;NA
27/08/2014 16:07;28|-38;28;M;Male;United Kingdom;NA;No;No;Yes;Sometimes;More than 1000;No;Yes;No;No;No;No;No;Very difficult;Yes;Maybe;No;Some of them;No;Maybe;No;No;NA
27/08/2014 16:21;28|-38;28;F;Female;United States;NY;No;Yes;Yes;Sometimes;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Don't know;Yes;Maybe;Some of them;No;No;Maybe;Don't know;No;NA
27/08/2014 18:12;28|-38;28;F;female;United States;CA;No;Yes;Yes;Often;100-500;Yes;Yes;Yes;No;No;Don't know;Don't know;Don't know;Yes;Yes;Some of them;Some of them;No;No;No;Yes;NA
27/08/2014 18:13;28|-38;28;Outro;Androgyne;United Kingdom;NA;No;Yes;Yes;Rarely;100-500;No;Yes;No;Not sure;No;No;Yes;Somewhat difficult;Yes;Yes;Some of them;Some of them;Yes;No;No;Yes;I bring up my depression in interviews solely because I have a large gap on my CV due to mental health issues which could be mistaken for a gap taken to say have children which I feel would harm my chances much more. I have other MH issues I would never bring up with employers or peers.
27/08/2014 19:34;28|-38;28;M;male;United States;GA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;No;Yes;Somewhat difficult;Maybe;No;Some of them;No;No;Maybe;No;No;NA
28/08/2014 01:56;28|-38;28;F;Female;United States;CA;No;Yes;Yes;Rarely;500-1000;No;Yes;Yes;Yes;Yes;Yes;Don't know;Somewhat difficult;Maybe;No;No;Some of them;No;No;No;No;NA
28/08/2014 02:30;28|-38;28;M;Male;United States;MI;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;Not sure;No;Don't know;Don't know;Don't know;Yes;No;Some of them;Some of them;No;No;Don't know;Yes;NA
28/08/2014 02:54;28|-38;28;M;male;Germany;NA;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don't know;Somewhat easy;No;No;Some of them;Some of them;Yes;Yes;Don't know;No;NA
28/08/2014 08:18;28|-38;28;M;Male;United States;IL;No;No;Yes;Sometimes;26-100;Yes;No;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Yes;No;Maybe;Don't know;No;NA
28/08/2014 09:53;28|-38;28;M;Male;United States;NM;No;No;No;NA;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Some of them;No;No;No;Don't know;No;NA
28/08/2014 09:55;28|-38;28;F;Female;Canada;NA;No;No;No;NA;More than 1000;No;Yes;Yes;Not sure;Don't know;Don't know;Don't know;Somewhat easy;No;No;Some of them;Yes;No;No;Don't know;No;I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed.
28/08/2014 11:09;28|-38;28;M;male;Canada;NA;No;No;No;NA;6-25;No;Yes;Yes;Not sure;No;Don't know;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No;NA
28/08/2014 11:58;28|-38;28;M;Male;United Kingdom;NA;No;No;No;Never;26-100;No;Yes;Don't know;Not sure;No;No;Don't know;Somewhat easy;No;No;Some of them;Yes;Maybe;Yes;Don't know;No;NA
28/08/2014 12:06;28|-38;28;M;Male;United Kingdom;NA;No;No;No;NA;More than 1000;No;No;Don't know;Not sure;No;Don't know;Don't know;Don't know;No;No;Some of them;Some of them;Yes;Yes;No;No;NA
28/08/2014 13:32;28|-38;28;M;Male;Brazil;NA;No;No;No;NA;26-100;No;Yes;Don't know;No;No;No;Don't know;Don't know;Maybe;No;Some of them;Yes;Maybe;Yes;No;Yes;NA
28/08/2014 13:47;28|-38;28;F;Female (trans);United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;No;Yes;No;No;Don't know;Somewhat difficult;Yes;Maybe;Some of them;Some of them;No;No;No;Yes;NA
28/08/2014 14:12;28|-38;28;M;Male;United States;NV;No;No;Yes;Never;6-25;Yes;Yes;No;Yes;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No;NA
28/08/2014 19:35;28|-38;28;M;Male;United States;TN;No;Yes;No;Sometimes;6-25;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Somewhat easy;No;No;Some of them;Yes;No;Yes;Don't know;No;NA
28/08/2014 20:31;28|-38;28;M;Male;United States;CA;No;Yes;Yes;Sometimes;26-100;No;No;Yes;No;No;No;Don't know;Don't know;Maybe;Maybe;Some of them;Some of them;No;No;Yes;No;NA
28/08/2014 22:46;28|-38;28;M;Male;United States;WA;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;No;No;No;No;No;NA
28/08/2014 23:57;28|-38;28;M;Male;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don't know;No;Don't know;Don't know;Don't know;Somewhat easy;Maybe;No;Some of them;No;No;Maybe;No;No;NA
29/08/2014 08:57;28|-38;28;M;Male;United Kingdom;NA;No;Yes;Yes;Often;26-100;No;Yes;No;No;No;No;Don't know;Somewhat easy;Maybe;Maybe;Yes;Yes;No;No;No;No;NA
29/08/2014 09:01;28|-38;28;M;male;United States;NY;No;Yes;Yes;Often;100-500;No;Yes;Don't know;Not sure;No;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Yes;Don't know;No;NA
29/08/2014 09:03;28|-38;28;M;male;United Kingdom;NA;No;No;No;Often;6-25;No;Yes;No;No;No;No;No;Somewhat difficult;Yes;No;No;No;No;Yes;Yes;No;NA
29/08/2014 09:15;28|-38;28;M;male;United Kingdom;NA;Yes;No;No;NA;1-5;Yes;Yes;No;Yes;No;No;Yes;Very easy;Maybe;Maybe;No;No;No;No;Yes;No;NA
29/08/2014 11:19;28|-38;28;F;female;United States;OH;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Don't know;No;No;No;Don't know;Somewhat easy;Yes;No;Some of them;Some of them;No;Maybe;No;No;NA
29/08/2014 11:25;28|-38;28;M;Male;Brazil;NA;No;Yes;No;Sometimes;100-500;No;Yes;No;No;No;No;Don't know;Somewhat easy;No;No;Some of them;Some of them;No;No;Don't know;Yes;NA
29/08/2014 11:53;28|-38;28;F;Female;United States;OR;No;No;Yes;Rarely;6-25;No;Yes;Yes;Yes;Don't know;Yes;Yes;Very easy;No;No;Some of them;Some of them;No;Yes;Don't know;No;NA
29/08/2014 17:04;28|-38;28;F;Female;United States;CA;No;Yes;Yes;Sometimes;100-500;No;Yes;Yes;Yes;Don't know;Don't know;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;No;Yes;No;NA
31/08/2014 09:19;28|-38;28;M;male;United States;MI;No;No;No;NA;More than 1000;No;No;Yes;No;No;No;Yes;Somewhat easy;Maybe;No;No;No;No;Yes;No;No;NA
01/09/2014 10:06;28|-38;28;M;male;Belgium;NA;No;No;No;Sometimes;More than 1000;No;No;No;No;No;No;Don't know;Somewhat easy;Yes;Maybe;No;No;No;No;Don't know;Yes;NA
09/10/2014 11:14;28|-38;28;F;F;United States;VA;No;No;Yes;Often;6-25;No;Yes;No;Yes;No;No;Don't know;Very difficult;Yes;Maybe;Some of them;Some of them;No;No;Don't know;No;NA
21/02/2015 04:55;28|-38;28;M;Male;Australia;NA;No;No;Yes;Often;100-500;Yes;Yes;No;Yes;No;No;Don't know;Don't know;Yes;No;No;No;No;Maybe;No;No;NA
21/02/2015 05:11;28|-38;28;F;Female;United States;TX;No;No;Yes;Rarely;6-25;No;Yes;Yes;No;No;No;Don't know;Somewhat easy;Yes;Yes;Some of them;No;No;No;No;Yes;NA
21/02/2015 09:29;28|-38;28;M;male;Netherlands;NA;No;No;No;NA;6-25;No;Yes;No;Not sure;No;No;Don't know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No;NA
21/02/2015 09:33;28|-38;28;M;male;Netherlands;NA;No;No;No;NA;6-25;No;Yes;No;Not sure;No;No;Don't know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;Don't know;No;NA
26/02/2015 05:44;28|-38;28;M;male;Ireland;NA;No;No;No;Sometimes;26-100;No;Yes;No;Yes;No;No;Yes;Don't know;Yes;Maybe;No;No;No;No;No;Yes;NA
02/04/2015 15:47;28|-38;28;M;Male;United States;TN;No;Yes;Yes;Often;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;Maybe;Some of them;Yes;No;No;No;Yes;NA
23/04/2015 14:03;28|-38;28;M;Male;Ireland;NA;No;No;Yes;Rarely;26-100;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;Maybe;No;No;No;No;Maybe;Don't know;No;NA
27/08/2014 11:32;28|-38;29;M;male;Bulgaria;NA;NA;No;No;Never;100-500;Yes;Yes;Don't know;Not sure;No;No;Don't know;Don't know;No;No;Yes;Yes;Yes;Yes;Don't know;No;NA
27/08/2014 11:34;28|-38;29;F;female;United States;IL;NA;Yes;Yes;Rarely;26-100;No;Yes;Yes;Not sure;No;No;Don't know;Somewhat easy;No;No;Yes;Some of them;Maybe;Maybe;Don't know;No;I have chronic low-level neurological issues that have mental health side effects. One of my supervisors has also experienced similar neurological problems so I feel more comfortable being open about my issues than I would with someone without that experience. 
27/08/2014 11:35;28|-38;29;M;Male;United States;NY;No;Yes;Yes;Sometimes;100-500;No;Yes;Yes;Yes;No;No;No;Somewhat difficult;Maybe;No;Some of them;Some of them;No;No;No;No;NA
27/08/2014 11:41;28|-38;29;M;Male;Canada;NA;No;No;No;Rarely;1-5;No;Yes;No;No;No;No;Don't know;Very easy;Yes;Maybe;Some of them;No;No;No;Don't know;No;NA
27/08/2014 12:11;28|-38;29;F;F;United States;FL;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Don't know;Don't know;Maybe;No;Some of them;Some of them;No;Maybe;No;Yes;NA
27/08/2014 12:15;28|-38;29;M;male;United States;MN;No;No;No;Never;26-100;No;Yes;Don't know;No;No;Don't know;Don't know;Don't know;No;No;Yes;Yes;Maybe;Maybe;No;No;NA
