Timestamp;Age_;Age;Gender_;Gender;Continent_;Country;state;self_employed;family_history;treatment;work_interfere;no_employees;remote_work;tech_company;benefits;care_options;wellness_program;seek_help;anonymity;leave;mental_health_consequence;phys_health_consequence;coworkers;supervisor;mental_health_interview;phys_health_interview;mental_vs_physical;obs_consequence
27/08/2014 17:48;18|-28;27;F;Female;Australia;Australia;NA;No;Yes;Yes;Sometimes;6-25;No;Yes;No;Yes;No;No;No;Somewhat difficult;Yes;No;Some of them;Some of them;No;No;No;No
27/08/2014 17:52;18|-28;27;M;Male;Europe;United Kingdom;NA;No;No;No;Never;6-25;No;Yes;Don t know;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No
27/08/2014 18:59;18|-28;27;F;Female;Oceania;New Zealand;NA;No;Yes;Yes;Rarely;100-500;Yes;Yes;No;No;No;No;Don t know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;Yes;Don t know;No
27/08/2014 19:25;18|-28;27;M;Male;North America;United States;OR;No;Yes;Yes;Sometimes;100-500;Yes;Yes;Don t know;No;No;Don t know;Don t know;Don t know;No;No;Some of them;No;No;No;Yes;No
27/08/2014 20:33;18|-28;27;F;Female;North America;United States;NY;No;No;No;Sometimes;500-1000;No;Yes;Don t know;Not sure;Don t know;Yes;Don t know;Don t know;No;No;Some of them;Yes;No;No;Yes;No
27/08/2014 21:45;18|-28;27;M;Male;Asia;Singapore;NA;No;No;No;Sometimes;1-5;Yes;Yes;No;No;No;No;Yes;Don t know;Yes;No;Some of them;Yes;No;No;No;No
27/08/2014 21:54;18|-28;27;M;Male;Australia;Australia;NA;No;No;Yes;Often;100-500;Yes;Yes;No;No;No;No;Don t know;Don t know;Maybe;No;Some of them;No;No;Maybe;No;Yes
27/08/2014 22:59;18|-28;27;M;male;North America;United States;PA;No;No;No;NA;More than 1000;No;Yes;Yes;Not sure;Don t know;Don t know;Yes;Don t know;Maybe;Maybe;No;No;No;Maybe;No;No
27/08/2014 23:14;18|-28;27;M;Male;North America;United States;NY;No;No;No;NA;26-100;No;Yes;Don t know;No;No;No;Don t know;Don t know;No;No;Yes;Yes;No;Maybe;Yes;No
27/08/2014 23:30;18|-28;27;M;Male;Australia;Australia;NA;No;No;No;Never;1-5;Yes;Yes;No;No;No;No;Don t know;Don t know;Yes;No;No;No;No;Maybe;Don t know;No
28/08/2014 05:12;18|-28;27;M;Male;Europe;United Kingdom;NA;No;No;No;Never;1-5;No;Yes;Don t know;No;No;Don t know;Don t know;Don t know;No;No;Some of them;Yes;Maybe;Maybe;Don t know;No
28/08/2014 09:54;18|-28;27;F;f;Europe;United Kingdom;NA;No;No;Yes;Sometimes;6-25;Yes;Yes;Don t know;Not sure;Yes;Don t know;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
28/08/2014 10:04;18|-28;27;M;male;Europe;France;NA;No;No;No;NA;6-25;No;Yes;Don t know;Not sure;Don t know;Don t know;Don t know;Don t know;No;No;Yes;Yes;No;No;Yes;No
28/08/2014 10:11;18|-28;27;M;Man;North America;United States;MN;No;No;No;NA;26-100;No;Yes;Yes;Not sure;No;Don t know;Don t know;Don t know;No;No;Yes;Yes;No;No;Don t know;No
28/08/2014 10:51;18|-28;27;M;Male;Europe;United Kingdom;NA;No;No;No;NA;6-25;No;Yes;No;No;No;Yes;Yes;Don t know;Maybe;No;Yes;Some of them;No;Yes;Yes;No
28/08/2014 11:47;18|-28;27;F;Female;North America;United States;CA;No;No;Yes;Sometimes;100-500;No;Yes;Don t know;Not sure;Yes;Don t know;Don t know;Somewhat easy;Yes;No;Some of them;No;No;Maybe;No;No
28/08/2014 11:50;18|-28;27;M;Male;Europe;United Kingdom;NA;No;No;No;Never;26-100;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Somewhat easy;No;No;Some of them;No;Yes;Yes;Don t know;No
28/08/2014 12:10;18|-28;27;F;Female;North America;United States;WA;No;No;No;NA;More than 1000;No;Yes;Don t know;Not sure;No;Yes;Don t know;Don t know;Maybe;No;Some of them;Yes;No;No;Don t know;No
28/08/2014 13:34;18|-28;27;M;Male;Europe;Switzerland;NA;No;Yes;No;NA;26-100;No;Yes;No;No;No;No;Don t know;Don t know;Maybe;No;Some of them;Yes;No;Yes;No;No
28/08/2014 13:57;18|-28;27;M;Male;North America;United States;IN;No;No;No;NA;26-100;Yes;Yes;Don t know;Not sure;No;Don t know;Don t know;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
29/08/2014 08:53;18|-28;27;M;Male;Europe;France;NA;No;Yes;No;NA;500-1000;No;No;Yes;Yes;Don t know;No;Yes;Somewhat easy;Maybe;Maybe;No;Some of them;No;Maybe;Don t know;Yes
29/08/2014 09:01;18|-28;27;M;Male;North America;Canada;NA;No;No;No;Never;26-100;No;Yes;Yes;Not sure;Yes;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
29/08/2014 09:27;18|-28;27;M;Male;Europe;Sweden;NA;No;No;No;NA;6-25;No;Yes;No;No;No;No;Don t know;Don t know;No;No;No;No;No;No;Don t know;No
29/08/2014 11:43;18|-28;27;M;Male;North America;United States;CA;No;No;No;Never;6-25;No;Yes;Don t know;No;No;Don t know;Don t know;Don t know;Maybe;No;Some of them;Yes;Maybe;Maybe;Don t know;No
29/08/2014 11:56;18|-28;27;M;Male;North America;United States;CA;No;No;Yes;Sometimes;100-500;No;Yes;Don t know;Not sure;No;No;Yes;Very difficult;Maybe;No;Some of them;No;No;Maybe;No;No
29/08/2014 14:51;18|-28;27;F;Female;North America;United States;WA;No;Yes;Yes;Often;More than 1000;No;Yes;Yes;Yes;Yes;Yes;Yes;Very difficult;Maybe;No;Yes;Some of them;No;Maybe;No;Yes
31/08/2014 22:11;18|-28;27;M;M;Oceania;New Zealand;NA;No;No;No;Rarely;26-100;No;Yes;No;Yes;No;Yes;No;Somewhat difficult;Yes;No;No;No;No;Maybe;No;Yes
31/08/2014 22:16;18|-28;27;M;M;Oceania;New Zealand;NA;No;No;No;Rarely;26-100;No;Yes;No;Yes;No;Yes;No;Somewhat difficult;Yes;No;No;No;No;Maybe;No;Yes
01/09/2014 04:28;18|-28;27;M;Male;Europe;United Kingdom;NA;No;No;Yes;Sometimes;More than 1000;No;No;No;No;No;No;Yes;Somewhat easy;Maybe;No;Yes;Yes;Maybe;Maybe;No;No
01/09/2014 10:40;18|-28;27;F;female;Europe;United Kingdom;NA;No;Yes;No;NA;More than 1000;No;No;No;Yes;No;No;Yes;Don t know;Maybe;No;No;No;No;Yes;Yes;No
05/11/2014 10:08;18|-28;27;F;femail;North America;United States;OK;No;No;No;Never;100-500;No;No;Don t know;Not sure;Don t know;Don t know;Don t know;Don t know;No;No;Some of them;Yes;No;No;Yes;No
21/02/2015 04:19;18|-28;27;M;male;Europe;Germany;NA;No;No;No;NA;26-100;No;Yes;Don t know;Not sure;No;No;Don t know;Don t know;No;No;Some of them;Yes;Yes;Yes;Don t know;No
21/02/2015 09:30;18|-28;27;M;Male;Europe;United Kingdom;NA;No;No;No;Rarely;More than 1000;Yes;No;Don t know;Not sure;No;Yes;Don t know;Don t know;No;No;Some of them;Yes;No;No;Don t know;No
27/08/2014 11:43;28|-38;28;M;Male;Europe;United Kingdom;NA;No;No;No;NA;26-100;No;Yes;Don t know;Not sure;No;No;Don t know;Don t know;No;Maybe;Some of them;Yes;Maybe;Yes;Don t know;No
27/08/2014 11:46;28|-38;28;M;M;Europe;Switzerland;NA;No;No;No;NA;100-500;No;Yes;No;No;No;No;Don t know;Don t know;No;No;No;No;No;Maybe;Don t know;No
27/08/2014 11:53;28|-38;28;M;m;Europe;France;NA;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;No;Don t know;No
27/08/2014 12:00;28|-38;28;M;m;Europe;Germany;NA;No;No;No;Never;6-25;Yes;Yes;Don t know;No;Don t know;Don t know;Don t know;Very easy;No;No;Some of them;Some of them;Maybe;Yes;Yes;No
27/08/2014 12:25;28|-38;28;M;Male;South America;Brazil;NA;No;Yes;Yes;Rarely;6-25;No;Yes;No;No;No;No;No;Don t know;Maybe;No;Yes;Yes;No;No;Don t know;Yes
27/08/2014 12:31;28|-38;28;M;Male;North America;United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;No;Maybe;Yes;No
27/08/2014 12:31;28|-38;28;M;male;North America;United States;TX;No;No;No;NA;More than 1000;No;Yes;Don t know;No;No;Don t know;Don t know;Don t know;Maybe;No;Some of them;No;No;Maybe;Don t know;No
27/08/2014 12:37;28|-38;28;M;Male;Europe;United Kingdom;NA;No;No;No;Never;6-25;No;Yes;Don t know;No;No;No;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
27/08/2014 12:41;28|-38;28;M;male;Europe;Poland;NA;No;No;No;Rarely;6-25;Yes;Yes;No;No;No;No;Don t know;Don t know;No;No;Yes;Yes;Maybe;Yes;Yes;No
27/08/2014 12:50;28|-38;28;M;Male;Europe;United Kingdom;NA;No;No;No;NA;100-500;No;No;No;Not sure;No;Yes;Yes;Somewhat easy;No;No;Some of them;Some of them;Maybe;Maybe;Yes;No
27/08/2014 12:51;28|-38;28;F;Female;Europe;United Kingdom;NA;No;No;No;Never;26-100;No;Yes;Don t know;No;No;Don t know;Yes;Somewhat easy;No;No;Yes;Yes;Maybe;Maybe;Don t know;No
27/08/2014 12:53;28|-38;28;M;Male;North America;United States;MI;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;No;No;No;Don t know;Somewhat easy;Maybe;Maybe;Some of them;No;No;Maybe;No;No
27/08/2014 12:54;28|-38;28;M;Male;Eurasia;Russia;NA;No;No;No;Sometimes;26-100;No;Yes;No;No;No;No;Don t know;Don t know;Yes;Maybe;No;No;No;Maybe;Don t know;No
27/08/2014 12:56;28|-38;28;M;Male;Europe;United Kingdom;NA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don t know;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;No;No;Maybe;Don t know;No
27/08/2014 13:14;28|-38;28;M;male;North America;United States;PA;No;No;No;Rarely;6-25;No;Yes;Don t know;No;No;No;Don t know;Don t know;No;No;Some of them;Some of them;No;Maybe;Don t know;No
27/08/2014 13:15;28|-38;28;M;Male;North America;United States;MI;No;No;Yes;Sometimes;More than 1000;No;Yes;No;Yes;No;No;Yes;Very difficult;Yes;No;No;Some of them;No;No;No;No
27/08/2014 13:31;28|-38;28;F;Female;North America;Canada;NA;No;Yes;Yes;Sometimes;6-25;No;No;Yes;Yes;Yes;Yes;Yes;Don t know;No;No;Some of them;Yes;No;No;No;Yes
27/08/2014 13:40;28|-38;28;M;Male;North America;United States;GA;No;Yes;No;NA;100-500;No;Yes;Yes;No;No;Don t know;Yes;Somewhat easy;No;No;Some of them;Yes;No;Maybe;Yes;Yes
27/08/2014 14:01;28|-38;28;M;male;South America;Colombia;NA;No;No;No;Sometimes;6-25;No;Yes;No;Yes;No;No;Don t know;Somewhat easy;Maybe;Maybe;No;Some of them;No;No;Don t know;No
27/08/2014 14:03;28|-38;28;M;male;North America;United States;MN;No;No;Yes;Rarely;100-500;No;No;Yes;Yes;Yes;Don t know;Don t know;Very easy;Maybe;No;Some of them;Some of them;No;No;Yes;No
27/08/2014 14:21;28|-38;28;F;female;North America;United States;WA;No;Yes;Yes;Often;100-500;Yes;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;No;Some of them;Yes;No;No;Yes;No
27/08/2014 15:09;28|-38;28;M;Male;North America;United States;GA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Somewhat difficult;Maybe;Maybe;No;No;No;No;No;No
27/08/2014 15:26;28|-38;28;M;Male;North America;United States;NJ;No;Yes;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Don t know;Don t know;Maybe;No;Some of them;No;No;Maybe;No;No
27/08/2014 15:32;28|-38;28;M;male;Europe;Germany;NA;No;Yes;Yes;Rarely;1-5;Yes;Yes;Yes;No;No;No;Yes;Very easy;No;No;Yes;Yes;No;No;Yes;No
27/08/2014 15:32;28|-38;28;M;Male;Oceania;New Zealand;NA;No;Yes;Yes;Sometimes;6-25;Yes;Yes;Yes;Yes;Yes;No;Don t know;Very easy;No;No;Yes;Yes;Yes;Yes;Yes;No
27/08/2014 15:34;28|-38;28;F;Female;North America;United States;NY;No;No;Yes;Rarely;More than 1000;No;No;Yes;Yes;No;Don t know;Don t know;Don t know;Maybe;No;No;No;No;No;Don t know;No
27/08/2014 15:36;28|-38;28;M;Male;North America;Canada;NA;Yes;No;No;Never;100-500;Yes;Yes;Don t know;No;No;No;Don t know;Somewhat easy;Maybe;No;Some of them;Yes;No;No;Yes;No
27/08/2014 15:38;28|-38;28;M;Male;North America;United States;TN;No;No;No;Never;6-25;No;Yes;Don t know;No;No;Don t know;Don t know;Don t know;No;No;Some of them;Yes;No;No;Don t know;No
27/08/2014 16:01;28|-38;28;M;Make;North America;United States;UT;No;No;No;Sometimes;6-25;Yes;Yes;No;Yes;No;No;Don t know;Somewhat easy;Yes;Maybe;Some of them;No;No;No;Don t know;No
27/08/2014 16:07;28|-38;28;M;Male;Europe;United Kingdom;NA;No;No;Yes;Sometimes;More than 1000;No;Yes;No;No;No;No;No;Very difficult;Yes;Maybe;No;Some of them;No;Maybe;No;No
27/08/2014 16:21;28|-38;28;F;Female;North America;United States;NY;No;Yes;Yes;Sometimes;26-100;No;Yes;Don t know;Not sure;No;No;Don t know;Don t know;Yes;Maybe;Some of them;No;No;Maybe;Don t know;No
27/08/2014 18:12;28|-38;28;F;female;North America;United States;CA;No;Yes;Yes;Often;100-500;Yes;Yes;Yes;No;No;Don t know;Don t know;Don t know;Yes;Yes;Some of them;Some of them;No;No;No;Yes
27/08/2014 18:13;28|-38;28;Outro;Androgyne;Europe;United Kingdom;NA;No;Yes;Yes;Rarely;100-500;No;Yes;No;Not sure;No;No;Yes;Somewhat difficult;Yes;Yes;Some of them;Some of them;Yes;No;No;Yes
27/08/2014 19:34;28|-38;28;M;male;North America;United States;GA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;Yes;No;No;Yes;Somewhat difficult;Maybe;No;Some of them;No;No;Maybe;No;No
28/08/2014 01:56;28|-38;28;F;Female;North America;United States;CA;No;Yes;Yes;Rarely;500-1000;No;Yes;Yes;Yes;Yes;Yes;Don t know;Somewhat difficult;Maybe;No;No;Some of them;No;No;No;No
28/08/2014 02:30;28|-38;28;M;Male;North America;United States;MI;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Yes;Not sure;No;Don t know;Don t know;Don t know;Yes;No;Some of them;Some of them;No;No;Don t know;Yes
28/08/2014 02:54;28|-38;28;M;male;Europe;Germany;NA;No;No;No;Never;26-100;No;Yes;No;No;No;No;Don t know;Somewhat easy;No;No;Some of them;Some of them;Yes;Yes;Don t know;No
28/08/2014 08:18;28|-38;28;M;Male;North America;United States;IL;No;No;Yes;Sometimes;26-100;Yes;No;Don t know;Not sure;No;Don t know;Don t know;Don t know;No;No;Some of them;Yes;No;Maybe;Don t know;No
28/08/2014 09:53;28|-38;28;M;Male;North America;United States;NM;No;No;No;NA;26-100;Yes;Yes;Don t know;No;No;No;Don t know;Don t know;Maybe;No;Some of them;No;No;No;Don t know;No
28/08/2014 09:55;28|-38;28;F;Female;North America;Canada;NA;No;No;No;NA;More than 1000;No;Yes;Yes;Not sure;Don t know;Don t know;Don t know;Somewhat easy;No;No;Some of them;Yes;No;No;Don t know;No
28/08/2014 11:09;28|-38;28;M;male;North America;Canada;NA;No;No;No;NA;6-25;No;Yes;Yes;Not sure;No;Don t know;Yes;Very easy;No;No;Some of them;Yes;Maybe;Maybe;Yes;No
28/08/2014 11:58;28|-38;28;M;Male;Europe;United Kingdom;NA;No;No;No;Never;26-100;No;Yes;Don t know;Not sure;No;No;Don t know;Somewhat easy;No;No;Some of them;Yes;Maybe;Yes;Don t know;No
28/08/2014 12:06;28|-38;28;M;Male;Europe;United Kingdom;NA;No;No;No;NA;More than 1000;No;No;Don t know;Not sure;No;Don t know;Don t know;Don t know;No;No;Some of them;Some of them;Yes;Yes;No;No
28/08/2014 13:32;28|-38;28;M;Male;South America;Brazil;NA;No;No;No;NA;26-100;No;Yes;Don t know;No;No;No;Don t know;Don t know;Maybe;No;Some of them;Yes;Maybe;Yes;No;Yes
28/08/2014 13:47;28|-38;28;F;Female (trans);North America;United States;CA;No;No;Yes;Sometimes;26-100;No;Yes;No;Yes;No;No;Don t know;Somewhat difficult;Yes;Maybe;Some of them;Some of them;No;No;No;Yes
28/08/2014 14:12;28|-38;28;M;Male;North America;United States;NV;No;No;Yes;Never;6-25;Yes;Yes;No;Yes;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No
28/08/2014 19:35;28|-38;28;M;Male;North America;United States;TN;No;Yes;No;Sometimes;6-25;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Somewhat easy;No;No;Some of them;Yes;No;Yes;Don t know;No
28/08/2014 20:31;28|-38;28;M;Male;North America;United States;CA;No;Yes;Yes;Sometimes;26-100;No;No;Yes;No;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;No;No;Yes;No
28/08/2014 22:46;28|-38;28;M;Male;North America;United States;WA;No;Yes;Yes;Rarely;More than 1000;No;Yes;Yes;Yes;Don t know;Don t know;Don t know;Don t know;Maybe;No;Some of them;No;No;No;No;No
28/08/2014 23:57;28|-38;28;M;Male;North America;United States;WA;No;Yes;Yes;Sometimes;More than 1000;No;Yes;Don t know;No;Don t know;Don t know;Don t know;Somewhat easy;Maybe;No;Some of them;No;No;Maybe;No;No
29/08/2014 08:57;28|-38;28;M;Male;Europe;United Kingdom;NA;No;Yes;Yes;Often;26-100;No;Yes;No;No;No;No;Don t know;Somewhat easy;Maybe;Maybe;Yes;Yes;No;No;No;No
29/08/2014 09:01;28|-38;28;M;male;North America;United States;NY;No;Yes;Yes;Often;100-500;No;Yes;Don t know;Not sure;No;Don t know;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;Yes;Don t know;No
29/08/2014 09:03;28|-38;28;M;male;Europe;United Kingdom;NA;No;No;No;Often;6-25;No;Yes;No;No;No;No;No;Somewhat difficult;Yes;No;No;No;No;Yes;Yes;No
29/08/2014 09:15;28|-38;28;M;male;Europe;United Kingdom;NA;Yes;No;No;NA;1-5;Yes;Yes;No;Yes;No;No;Yes;Very easy;Maybe;Maybe;No;No;No;No;Yes;No
29/08/2014 11:19;28|-38;28;F;female;North America;United States;OH;No;Yes;Yes;Sometimes;26-100;Yes;Yes;Don t know;No;No;No;Don t know;Somewhat easy;Yes;No;Some of them;Some of them;No;Maybe;No;No
29/08/2014 11:25;28|-38;28;M;Male;South America;Brazil;NA;No;Yes;No;Sometimes;100-500;No;Yes;No;No;No;No;Don t know;Somewhat easy;No;No;Some of them;Some of them;No;No;Don t know;Yes
29/08/2014 11:53;28|-38;28;F;Female;North America;United States;OR;No;No;Yes;Rarely;6-25;No;Yes;Yes;Yes;Don t know;Yes;Yes;Very easy;No;No;Some of them;Some of them;No;Yes;Don t know;No
29/08/2014 17:04;28|-38;28;F;Female;North America;United States;CA;No;Yes;Yes;Sometimes;100-500;No;Yes;Yes;Yes;Don t know;Don t know;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;No;Yes;No
31/08/2014 09:19;28|-38;28;M;male;North America;United States;MI;No;No;No;NA;More than 1000;No;No;Yes;No;No;No;Yes;Somewhat easy;Maybe;No;No;No;No;Yes;No;No
01/09/2014 10:06;28|-38;28;M;male;Europe;Belgium;NA;No;No;No;Sometimes;More than 1000;No;No;No;No;No;No;Don t know;Somewhat easy;Yes;Maybe;No;No;No;No;Don t know;Yes
09/10/2014 11:14;28|-38;28;F;F;North America;United States;VA;No;No;Yes;Often;6-25;No;Yes;No;Yes;No;No;Don t know;Very difficult;Yes;Maybe;Some of them;Some of them;No;No;Don t know;No
21/02/2015 04:55;28|-38;28;M;Male;Australia;Australia;NA;No;No;Yes;Often;100-500;Yes;Yes;No;Yes;No;No;Don t know;Don t know;Yes;No;No;No;No;Maybe;No;No
21/02/2015 05:11;28|-38;28;F;Female;North America;United States;TX;No;No;Yes;Rarely;6-25;No;Yes;Yes;No;No;No;Don t know;Somewhat easy;Yes;Yes;Some of them;No;No;No;No;Yes
21/02/2015 09:29;28|-38;28;M;male;Europe;Netherlands;NA;No;No;No;NA;6-25;No;Yes;No;Not sure;No;No;Don t know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No
21/02/2015 09:33;28|-38;28;M;male;Europe;Netherlands;NA;No;No;No;NA;6-25;No;Yes;No;Not sure;No;No;Don t know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No
26/02/2015 05:44;28|-38;28;M;male;Europe;Ireland;NA;No;No;No;Sometimes;26-100;No;Yes;No;Yes;No;No;Yes;Don t know;Yes;Maybe;No;No;No;No;No;Yes
02/04/2015 15:47;28|-38;28;M;Male;North America;United States;TN;No;Yes;Yes;Often;More than 1000;No;No;Yes;Yes;Yes;Yes;Yes;Somewhat easy;Yes;Maybe;Some of them;Yes;No;No;No;Yes
23/04/2015 14:03;28|-38;28;M;Male;Europe;Ireland;NA;No;No;Yes;Rarely;26-100;No;Yes;Don t know;No;No;Don t know;Don t know;Don t know;Maybe;No;No;No;No;Maybe;Don t know;No
27/08/2014 11:32;28|-38;29;M;male;Europe;Bulgaria;NA;NA;No;No;Never;100-500;Yes;Yes;Don t know;Not sure;No;No;Don t know;Don t know;No;No;Yes;Yes;Yes;Yes;Don t know;No
27/08/2014 11:34;28|-38;29;F;female;North America;United States;IL;NA;Yes;Yes;Rarely;26-100;No;Yes;Yes;Not sure;No;No;Don t know;Somewhat easy;No;No;Yes;Some of them;Maybe;Maybe;Don t know;No
27/08/2014 11:35;28|-38;29;M;Male;North America;United States;NY;No;Yes;Yes;Sometimes;100-500;No;Yes;Yes;Yes;No;No;No;Somewhat difficult;Maybe;No;Some of them;Some of them;No;No;No;No
27/08/2014 11:41;28|-38;29;M;Male;North America;Canada;NA;No;No;No;Rarely;1-5;No;Yes;No;No;No;No;Don t know;Very easy;Yes;Maybe;Some of them;No;No;No;Don t know;No
27/08/2014 12:11;28|-38;29;F;F;North America;United States;FL;No;No;Yes;Sometimes;26-100;No;Yes;Yes;Yes;No;No;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;Maybe;No;Yes
27/08/2014 12:15;28|-38;29;M;male;North America;United States;MN;No;No;No;Never;26-100;No;Yes;Don t know;No;No;Don t know;Don t know;Don t know;No;No;Yes;Yes;Maybe;Maybe;No;No
27/08/2014 12:22;28|-38;29;M;Male;North America;United States;NY;No;No;No;Never;More than 1000;No;Yes;Yes;Not sure;Yes;Don t know;Don t know;Somewhat easy;No;No;Some of them;Yes;No;No;Don t know;No
27/08/2014 12:32;28|-38;29;M;Male;North America;United States;GA;No;No;No;Never;More than 1000;No;Yes;Yes;Yes;No;Yes;Don t know;Don t know;Yes;Yes;No;No;No;No;Don t know;No
27/08/2014 12:37;28|-38;29;F;Female;North America;United States;MD;No;No;No;NA;6-25;No;Yes;Don t know;No;No;Don t know;Don t know;Somewhat easy;Maybe;No;Some of them;No;No;No;Don t know;No
27/08/2014 12:40;28|-38;29;F;Female;North America;United States;MI;No;No;No;NA;100-500;Yes;Yes;Don t know;Not sure;No;Don t know;Don t know;Don t know;Maybe;No;No;Some of them;No;Maybe;Don t know;No
27/08/2014 12:51;28|-38;29;M;male;South America;Mexico;NA;No;No;No;Never;6-25;Yes;Yes;No;No;No;No;No;Don t know;Maybe;Maybe;No;Yes;Maybe;Yes;No;No
27/08/2014 13:09;28|-38;29;F;F;North America;United States;NY;No;No;Yes;Never;500-1000;No;No;Yes;No;No;Don t know;Don t know;Somewhat difficult;Maybe;No;Some of them;No;No;No;Don t know;No
27/08/2014 13:37;28|-38;29;M;Male;Europe;United Kingdom;NA;No;No;No;NA;6-25;No;No;No;No;No;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Yes;Yes;No
27/08/2014 13:38;28|-38;29;F;f;North America;United States;NY;No;Yes;Yes;Rarely;500-1000;Yes;No;Yes;Yes;Yes;Don t know;Yes;Don t know;Maybe;No;Some of them;No;Maybe;Yes;Don t know;No
27/08/2014 13:46;28|-38;29;M;Male;North America;Canada;NA;No;No;No;Often;6-25;No;Yes;No;No;No;No;Don t know;Somewhat difficult;Yes;No;No;No;No;Maybe;Don t know;No
27/08/2014 13:53;28|-38;29;M;male;Europe;Poland;NA;No;Yes;Yes;Rarely;6-25;No;Yes;No;Yes;No;No;Yes;Very difficult;Maybe;No;Some of them;Some of them;No;Yes;No;No
27/08/2014 14:27;28|-38;29;M;M;North America;United States;NY;No;No;No;NA;100-500;No;No;Don t know;Not sure;No;Don t know;Don t know;Don t know;Maybe;No;No;No;No;Maybe;Don t know;No
27/08/2014 14:28;28|-38;29;M;male;Europe;Latvia;NY;No;No;No;NA;26-100;No;Yes;No;Yes;No;No;Don t know;Somewhat easy;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No
27/08/2014 14:28;28|-38;29;M;Male;North America;United States;CA;No;No;Yes;Sometimes;More than 1000;No;Yes;Yes;No;No;Don t know;Don t know;Don t know;Yes;No;Some of them;Some of them;No;Maybe;No;No
27/08/2014 14:37;28|-38;29;M;m;Europe;Romania;NA;No;No;No;NA;6-25;Yes;No;No;Yes;No;No;Don t know;Don t know;Maybe;Maybe;Some of them;Some of them;Maybe;Maybe;No;No
27/08/2014 14:38;28|-38;29;F;F;North America;United States;CA;Yes;No;No;Sometimes;More than 1000;No;Yes;Yes;Not sure;Don t know;No;Don t know;Very easy;Maybe;Maybe;Some of them;Some of them;No;No;Don t know;No
27/08/2014 14:38;28|-38;29;M;male;North America;United States;WA;No;No;No;NA;26-100;No;Yes;Yes;Yes;Yes;Yes;Yes;Very easy;No;No;Some of them;Yes;No;Maybe;Yes;No
27/08/2014 14:49;28|-38;29;M;Male;Europe;Belgium;NA;No;No;No;Often;6-25;No;No;Don t know;No;No;No;Don t know;Don t know;Maybe;No;Yes;Yes;Maybe;Maybe;Don t know;No
27/08/2014 14:58;28|-38;29;M;M;North America;United States;IN;Yes;No;No;NA;1-5;Yes;Yes;No;Yes;No;No;Yes;Very easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
27/08/2014 15:24;28|-38;29;Outro;Nah;North America;United States;CA;Yes;Yes;Yes;Sometimes;1-5;Yes;Yes;Yes;Yes;No;No;Don t know;Very difficult;Yes;No;Some of them;No;No;Maybe;No;No
27/08/2014 15:25;28|-38;29;M;Male;North America;United States;TX;No;No;No;Never;More than 1000;No;No;Yes;Not sure;No;Don t know;Don t know;Don t know;Maybe;No;Some of them;Some of them;No;No;Don t know;No
27/08/2014 15:25;28|-38;29;M;Male;North America;Canada;NA;No;No;Yes;Sometimes;100-500;No;Yes;Don t know;Not sure;Don t know;Don t know;Yes;Somewhat easy;Maybe;No;Some of them;Some of them;No;Maybe;Yes;No
27/08/2014 15:27;28|-38;29;M;male;Europe;Germany;NA;No;Yes;Yes;Sometimes;26-100;No;Yes;Don t know;No;No;No;Don t know;Very easy;Maybe;No;Some of them;Some of them;Maybe;Maybe;Don t know;No
27/08/2014 15:43;28|-38;29;M;Male;North America;United States;PA;No;Yes;Yes;Rarely;1-5;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Somewhat easy;No;No;Yes;Yes;Maybe;Maybe;Yes;No
